Timestep: 0 s
0,0,19.44
0,1,19.13
0,2,18.75
0,3,17.94
0,4,17.00
0,5,15.81
0,6,15.25
0,7,15.06
0,8,14.69
1,0,19.50
1,1,19.19
1,2,18.63
1,3,17.56
1,4,15.75
1,5,16.69
1,6,16.06
1,7,16.06
1,8,16.06
2,0,19.25
2,1,18.88
2,2,17.31
2,3,17.81
2,4,17.00
2,5,14.88
2,6,14.44
2,7,14.00
2,8,14.63
3,0,18.56
3,1,18.38
3,2,17.13
3,3,16.44
3,4,16.19
3,5,12.56
3,6,10.81
3,7,12.44
3,8,12.44
4,0,18.81
4,1,17.56
4,2,16.38
4,3,15.50
4,4,15.50
4,5,14.13
4,6,10.50
4,7,10.44
4,8,9.50
5,0,18.00
5,1,17.69
5,2,16.00
5,3,14.19
5,4,12.81
5,5,11.13
5,6,11.56
5,7,5.50
5,8,6.56
6,0,18.31
6,1,16.81
6,2,15.94
6,3,14.81
6,4,13.94
6,5,8.88
6,6,8.19
6,7,1.94
6,8,3.13
7,0,17.69
7,1,17.13
7,2,15.75
7,3,15.06
7,4,12.44
7,5,11.00
7,6,5.50
7,7,-1.69
7,8,-11.88
8,0,18.31
8,1,18.13
8,2,16.06
8,3,13.06
8,4,11.31
8,5,11.44
8,6,5.00
8,7,-4.19
8,8,-10.25

Timestep: 1 s
0,0,19.31
0,1,19.06
0,2,18.63
0,3,17.81
0,4,16.81
0,5,15.63
0,6,15.06
0,7,14.88
0,8,14.50
1,0,19.44
1,1,19.06
1,2,18.50
1,3,17.38
1,4,15.63
1,5,16.50
1,6,15.88
1,7,15.88
1,8,15.88
2,0,19.19
2,1,18.75
2,2,17.19
2,3,17.75
2,4,16.81
2,5,14.69
2,6,14.19
2,7,13.75
2,8,14.44
3,0,18.44
3,1,18.31
3,2,17.06
3,3,16.31
3,4,16.06
3,5,12.31
3,6,10.56
3,7,12.19
3,8,12.25
4,0,18.75
4,1,17.38
4,2,16.25
4,3,15.31
4,4,15.31
4,5,13.94
4,6,10.19
4,7,10.13
4,8,9.19
5,0,17.88
5,1,17.56
5,2,15.81
5,3,14.00
5,4,12.63
5,5,10.88
5,6,11.25
5,7,5.19
5,8,6.25
6,0,18.19
6,1,16.69
6,2,15.75
6,3,14.63
6,4,13.81
6,5,8.69
6,6,7.94
6,7,1.75
6,8,3.06
7,0,17.63
7,1,17.00
7,2,15.63
7,3,14.94
7,4,12.31
7,5,10.88
7,6,5.38
7,7,-1.63
7,8,-10.88
8,0,18.25
8,1,18.06
8,2,15.94
8,3,12.88
8,4,11.13
8,5,11.31
8,6,5.06
8,7,-3.75
8,8,-8.88

Timestep: 2 s
0,0,19.31
0,1,19.00
0,2,18.50
0,3,17.69
0,4,16.75
0,5,15.50
0,6,14.88
0,7,14.63
0,8,14.31
1,0,19.38
1,1,19.00
1,2,18.38
1,3,17.31
1,4,15.44
1,5,16.38
1,6,15.75
1,7,15.75
1,8,15.75
2,0,19.13
2,1,18.69
2,2,17.06
2,3,17.63
2,4,16.75
2,5,14.50
2,6,14.00
2,7,13.50
2,8,14.19
3,0,18.38
3,1,18.19
3,2,16.88
3,3,16.25
3,4,15.94
3,5,12.13
3,6,10.31
3,7,12.00
3,8,11.94
4,0,18.69
4,1,17.31
4,2,16.13
4,3,15.19
4,4,15.19
4,5,13.75
4,6,10.06
4,7,9.81
4,8,8.88
5,0,17.81
5,1,17.50
5,2,15.69
5,3,13.88
5,4,12.44
5,5,10.75
5,6,11.13
5,7,5.00
5,8,6.13
6,0,18.13
6,1,16.56
6,2,15.63
6,3,14.50
6,4,13.63
6,5,8.50
6,6,7.69
6,7,1.69
6,8,3.06
7,0,17.56
7,1,16.94
7,2,15.50
7,3,14.75
7,4,12.13
7,5,10.69
7,6,5.13
7,7,-1.38
7,8,-9.88
8,0,18.19
8,1,17.94
8,2,15.75
8,3,12.69
8,4,10.94
8,5,11.13
8,6,4.94
8,7,-3.38
8,8,-7.88

Timestep: 3 s
0,0,19.25
0,1,18.94
0,2,18.44
0,3,17.63
0,4,16.63
0,5,15.31
0,6,14.69
0,7,14.44
0,8,14.13
1,0,19.31
1,1,18.94
1,2,18.31
1,3,17.19
1,4,15.31
1,5,16.25
1,6,15.56
1,7,15.56
1,8,15.56
2,0,19.06
2,1,18.63
2,2,16.94
2,3,17.50
2,4,16.63
2,5,14.38
2,6,13.81
2,7,13.31
2,8,14.00
3,0,18.25
3,1,18.13
3,2,16.75
3,3,16.06
3,4,15.81
3,5,11.94
3,6,10.13
3,7,11.75
3,8,11.75
4,0,18.63
4,1,17.19
4,2,15.94
4,3,15.00
4,4,15.00
4,5,13.50
4,6,9.81
4,7,9.63
4,8,8.69
5,0,17.69
5,1,17.38
5,2,15.56
5,3,13.63
5,4,12.19
5,5,10.50
5,6,10.94
5,7,5.00
5,8,6.13
6,0,18.06
6,1,16.44
6,2,15.50
6,3,14.31
6,4,13.44
6,5,8.38
6,6,7.50
6,7,1.81
6,8,3.13
7,0,17.44
7,1,16.81
7,2,15.31
7,3,14.56
7,4,11.88
7,5,10.44
7,6,4.94
7,7,-1.13
7,8,-8.81
8,0,18.06
8,1,17.88
8,2,15.63
8,3,12.50
8,4,10.75
8,5,10.88
8,6,4.81
8,7,-3.13
8,8,-6.88

Timestep: 4 s
0,0,19.19
0,1,18.81
0,2,18.38
0,3,17.50
0,4,16.44
0,5,15.13
0,6,14.50
0,7,14.25
0,8,13.94
1,0,19.25
1,1,18.88
1,2,18.25
1,3,17.13
1,4,15.13
1,5,16.06
1,6,15.44
