Timestep: 0 s
0,0,21.13
0,1,21.31
0,2,21.31
0,3,21.31
0,4,21.44
0,5,21.44
0,6,21.5
0,7,21.56
0,8,21.38
1,0,21.25
1,1,21.31
1,2,21.31
1,3,21.31
1,4,21.38
1,5,21.31
1,6,21.31
1,7,21.38
1,8,21.44
2,0,21.19
2,1,21.19
2,2,21.25
2,3,21.19
2,4,21.31
2,5,21.44
2,6,21.5
2,7,21.38
2,8,21.44
3,0,21.25
3,1,21.25
3,2,21.13
3,3,21.31
3,4,21.31
3,5,21.44
3,6,21.63
3,7,21.38
3,8,21.38
4,0,21.19
4,1,21.38
4,2,21.25
4,3,21.31
4,4,21.31
4,5,21.31
4,6,21.44
4,7,21.44
4,8,21.5
5,0,21.38
5,1,21.31
5,2,21.31
5,3,21.44
5,4,21.44
5,5,21.38
5,6,21.44
5,7,21.5
5,8,21.5
6,0,21.5
6,1,21.56
6,2,21.31
6,3,21.38
6,4,21.38
6,5,21.44
6,6,21.38
6,7,21.38
6,8,21.5
7,0,22.25
7,1,21.56
7,2,21.31
7,3,21.31
7,4,21.25
7,5,21.38
7,6,21.44
7,7,21.44
7,8,21.44
8,0,21.69
8,1,21.13
8,2,21.31
8,3,21.25
8,4,21.31
8,5,21.31
8,6,21.31
8,7,21.5
8,8,21.5

Timestep: 1 s
0,0,21.16
0,1,21.29
0,2,21.31
0,3,21.32
0,4,21.42
0,5,21.43
0,6,21.48
0,7,21.52
0,8,21.4
1,0,21.24
1,1,21.29
1,2,21.3
1,3,21.31
1,4,21.37
1,5,21.34
1,6,21.35
1,7,21.4
1,8,21.43
2,0,21.2
2,1,21.21
2,2,21.24
2,3,21.23
2,4,21.32
2,5,21.42
2,6,21.48
2,7,21.4
2,8,21.43
3,0,21.24
3,1,21.25
3,2,21.18
3,3,21.29
3,4,21.32
3,5,21.43
3,6,21.56
3,7,21.41
3,8,21.4
4,0,21.23
4,1,21.34
4,2,21.26
4,3,21.31
4,4,21.32
4,5,21.34
4,6,21.44
4,7,21.45
4,8,21.48
5,0,21.37
5,1,21.34
5,2,21.32
5,3,21.41
5,4,21.42
5,5,21.39
5,6,21.43
5,7,21.48
5,8,21.5
6,0,21.55
6,1,21.51
6,2,21.34
6,3,21.37
6,4,21.38
6,5,21.42
6,6,21.4
6,7,21.41
6,8,21.48
7,0,22.06
7,1,21.56
7,2,21.33
7,3,21.31
7,4,21.28
7,5,21.37
7,6,21.42
7,7,21.44
7,8,21.45
8,0,21.69
8,1,21.24
8,2,21.29
8,3,21.27
8,4,21.3
8,5,21.32
8,6,21.34
8,7,21.48
8,8,21.49

Timestep: 2 s
0,0,21.18
0,1,21.28
0,2,21.31
0,3,21.33
0,4,21.41
0,5,21.43
0,6,21.47
0,7,21.49
0,8,21.42
1,0,21.23
1,1,21.28
1,2,21.3
1,3,21.31
1,4,21.36
1,5,21.36
1,6,21.38
1,7,21.41
1,8,21.42
2,0,21.21
2,1,21.22
2,2,21.24
2,3,21.25
2,4,21.32
2,5,21.41
2,6,21.46
2,7,21.41
2,8,21.42
3,0,21.24
3,1,21.25
3,2,21.21
3,3,21.28
3,4,21.33
3,5,21.42
3,6,21.51
3,7,21.42
3,8,21.41
4,0,21.25
4,1,21.31
4,2,21.27
4,3,21.32
4,4,21.33
4,5,21.36
4,6,21.44
4,7,21.45
4,8,21.47
5,0,21.38
5,1,21.36
5,2,21.33
5,3,21.39
5,4,21.4
5,5,21.39
5,6,21.43
5,7,21.47
5,8,21.49
6,0,21.57
6,1,21.49
6,2,21.36
6,3,21.37
6,4,21.38
6,5,21.41
6,6,21.4
6,7,21.42
6,8,21.48
7,0,21.92
7,1,21.55
7,2,21.35
7,3,21.31
7,4,21.3
7,5,21.37
7,6,21.41
7,7,21.44
7,8,21.46
8,0,21.67
8,1,21.32
8,2,21.3
8,3,21.28
8,4,21.3
8,5,21.32
8,6,21.36
8,7,21.46
8,8,21.49
