Timestep: 0 s
0,0,21.06
0,1,21.25
0,2,21.19
0,3,21.19
0,4,21.25
0,5,21.19
0,6,21.25
0,7,21.31
0,8,21.13
1,0,21.25
1,1,21.31
1,2,21.25
1,3,21.25
1,4,21.25
1,5,21.19
1,6,21.13
1,7,21.19
1,8,21.19
2,0,21.19
2,1,21.19
2,2,21.13
2,3,21.13
2,4,21.19
2,5,21.25
2,6,21.31
2,7,21.13
2,8,21.13
3,0,21.25
3,1,21.19
3,2,21.06
3,3,21.25
3,4,21.25
3,5,21.25
3,6,21.38
3,7,21.13
3,8,21.13
4,0,21.19
4,1,21.31
4,2,21.19
4,3,21.25
4,4,21.25
4,5,21.19
4,6,21.19
4,7,21.19
4,8,21.19
5,0,21.25
5,1,21.25
5,2,21.25
5,3,21.31
5,4,21.31
5,5,21.25
5,6,21.25
5,7,21.25
5,8,21.19
6,0,21.31
6,1,21.25
6,2,21.25
6,3,21.31
6,4,21.31
6,5,21.31
6,6,21.25
6,7,21.13
6,8,21.25
7,0,21.13
7,1,21.19
7,2,21.19
7,3,21.31
7,4,21.19
7,5,21.31
7,6,21.25
7,7,21.25
7,8,21.19
8,0,21.13
8,1,21.06
8,2,21.19
8,3,21.19
8,4,21.25
8,5,21.31
8,6,21.25
8,7,21.31
8,8,21.31

Timestep: 1 s
0,0,21.06
0,1,21.19
0,2,21.19
0,3,21.19
0,4,21.25
0,5,21.19
0,6,21.31
0,7,21.25
0,8,21.13
1,0,21.31
1,1,21.31
1,2,21.25
1,3,21.19
1,4,21.25
1,5,21.19
1,6,21.13
1,7,21.19
1,8,21.13
2,0,21.25
2,1,21.19
2,2,21.13
2,3,21.13
2,4,21.25
2,5,21.31
2,6,21.31
2,7,21.19
2,8,21.13
3,0,21.25
3,1,21.25
3,2,21.06
3,3,21.25
3,4,21.25
3,5,21.25
3,6,21.38
3,7,21.13
3,8,21.13
4,0,21.19
4,1,21.31
4,2,21.19
4,3,21.19
4,4,21.19
4,5,21.19
4,6,21.19
4,7,21.19
4,8,21.19
5,0,21.25
5,1,21.31
5,2,21.25
5,3,21.25
5,4,21.31
5,5,21.25
5,6,21.25
5,7,21.19
5,8,21.19
6,0,21.31
6,1,21.25
6,2,21.19
6,3,21.31
6,4,21.31
6,5,21.25
6,6,21.19
6,7,21.13
6,8,21.25
7,0,21.13
7,1,21.19
7,2,21.19
7,3,21.31
7,4,21.19
7,5,21.31
7,6,21.25
7,7,21.25
7,8,21.19
8,0,21.13
8,1,21.06
8,2,21.19
8,3,21.19
8,4,21.19
8,5,21.31
8,6,21.25
8,7,21.31
8,8,21.25

Timestep: 2 s
0,0,21.06
0,1,21.19
0,2,21.19
0,3,21.19
0,4,21.25
0,5,21.19
0,6,21.25
0,7,21.25
0,8,21.06
1,0,21.25
1,1,21.31
1,2,21.25
1,3,21.25
1,4,21.25
1,5,21.19
1,6,21.13
1,7,21.19
1,8,21.13
2,0,21.19
2,1,21.19
2,2,21.13
2,3,21.13
2,4,21.19
2,5,21.25
2,6,21.31
2,7,21.13
2,8,21.13
3,0,21.25
3,1,21.25
3,2,21.06
3,3,21.25
3,4,21.19
3,5,21.25
3,6,21.44
3,7,21.19
3,8,21.06
4,0,21.19
4,1,21.31
4,2,21.19
4,3,21.19
4,4,21.19
4,5,21.19
4,6,21.19
4,7,21.19
4,8,21.19
5,0,21.19
5,1,21.25
5,2,21.25
5,3,21.25
5,4,21.31
5,5,21.25
5,6,21.25
5,7,21.25
5,8,21.13
6,0,21.31
6,1,21.25
6,2,21.19
6,3,21.31
6,4,21.31
6,5,21.25
6,6,21.19
6,7,21.13
6,8,21.25
7,0,21.13
7,1,21.19
7,2,21.19
7,3,21.31
7,4,21.19
7,5,21.31
7,6,21.31
7,7,21.25
7,8,21.19
8,0,21.13
8,1,21.06
8,2,21.19
8,3,21.19
8,4,21.25
8,5,21.25
8,6,21.19
8,7,21.31
8,8,21.25
