Timestep: 0 s
0,0,29.94
0,1,34.31
0,2,29.81
0,3,27.69
0,4,26.13
0,5,23.38
0,6,21.25
0,7,19.44
0,8,18.13
1,0,27.25
1,1,27.94
1,2,27.06
1,3,26.38
1,4,25.31
1,5,21.88
1,6,19.88
1,7,18.69
1,8,18.00
2,0,26.31
2,1,26.31
2,2,27.75
2,3,24.06
2,4,22.31
2,5,20.44
2,6,18.50
2,7,16.81
2,8,16.31
3,0,26.00
3,1,25.13
3,2,24.69
3,3,22.88
3,4,20.63
3,5,18.13
3,6,15.50
3,7,15.25
3,8,14.38
4,0,23.44
4,1,24.50
4,2,23.06
4,3,19.19
4,4,19.19
4,5,17.25
4,6,13.75
4,7,12.63
4,8,11.19
5,0,23.13
5,1,22.44
5,2,21.38
5,3,19.25
5,4,16.75
5,5,14.38
5,6,13.69
5,7,8.06
5,8,8.38
6,0,21.94
6,1,21.31
6,2,20.00
6,3,18.25
6,4,16.44
6,5,11.63
6,6,9.94
6,7,3.81
6,8,5.63
7,0,20.94
7,1,20.31
7,2,18.88
7,3,17.44
7,4,14.50
7,5,12.38
7,6,6.50
7,7,-1.19
7,8,-11.25
8,0,20.63
8,1,19.81
8,2,18.25
8,3,15.25
8,4,12.63
8,5,11.19
8,6,4.69
8,7,-4.75
8,8,-9.81

Timestep: 1 s
0,0,29.88
0,1,34.00
0,2,29.75
0,3,27.69
0,4,26.06
0,5,23.31
0,6,21.19
0,7,19.38
0,8,18.06
1,0,27.25
1,1,27.88
1,2,27.00
1,3,26.31
1,4,25.25
1,5,21.81
1,6,19.88
1,7,18.69
1,8,17.94
2,0,26.31
2,1,26.31
2,2,27.69
2,3,24.06
2,4,22.31
2,5,20.38
2,6,18.44
2,7,16.75
2,8,16.25
3,0,25.94
3,1,25.06
3,2,24.63
3,3,22.81
3,4,20.63
3,5,18.00
3,6,15.38
3,7,15.19
3,8,14.31
4,0,23.50
4,1,24.38
4,2,23.00
4,3,19.13
4,4,19.13
4,5,17.13
4,6,13.63
4,7,12.50
4,8,11.13
5,0,23.06
5,1,22.38
5,2,21.31
5,3,19.13
5,4,16.63
5,5,14.25
5,6,13.56
5,7,7.94
5,8,8.31
6,0,21.94
6,1,21.25
6,2,19.88
6,3,18.13
6,4,16.25
6,5,11.44
6,6,9.81
6,7,3.94
6,8,5.69
7,0,20.94
7,1,20.19
7,2,18.81
7,3,17.31
7,4,14.38
7,5,12.31
7,6,6.56
7,7,-0.81
7,8,-9.81
8,0,20.50
8,1,19.69
8,2,18.19
8,3,15.25
8,4,12.56
8,5,11.25
8,6,5.06
8,7,-3.75
8,8,-8.44

Timestep: 2 s
0,0,29.75
0,1,33.63
0,2,29.75
0,3,27.69
0,4,26.00
0,5,23.25
0,6,21.13
0,7,19.31
0,8,18.00
1,0,27.25
1,1,27.81
1,2,27.00
1,3,26.25
1,4,25.13
1,5,21.81
1,6,19.81
1,7,18.63
1,8,17.94
2,0,26.31
2,1,26.25
2,2,27.50
2,3,24.00
2,4,22.31
2,5,20.25
2,6,18.31
2,7,16.69
2,8,16.19
3,0,25.94
3,1,25.00
3,2,24.50
3,3,22.69
3,4,20.56
3,5,17.88
3,6,15.25
3,7,15.06
3,8,14.25
4,0,23.50
4,1,24.31
4,2,22.88
4,3,19.06
4,4,19.06
4,5,17.00
4,6,13.44
4,7,12.38
4,8,11.00
5,0,23.00
5,1,22.31
5,2,21.19
5,3,19.00
5,4,16.44
5,5,14.06
5,6,13.44
5,7,7.94
5,8,8.25
6,0,21.88
6,1,21.13
6,2,19.75
6,3,18.00
6,4,16.13
6,5,11.31
6,6,9.69
6,7,3.94
6,8,5.75
7,0,20.81
7,1,20.13
7,2,18.69
7,3,17.25
7,4,14.25
7,5,12.25
7,6,6.63
7,7,-0.31
7,8,-8.31
8,0,20.50
8,1,19.69
8,2,18.19
8,3,15.19
8,4,12.56
